business_category,sub_category,brand,product,quantity,price,mainCategory,midCategory,category,qty,unit
Grocery/General Stores,"Spreads, Sauces and Canned Food",Bragg,Organic - Apple Cider Vinegar,473 ml - Rs 640.00,MRP: Rs 640,snacks-branded-foods,spreads-sauces-ketchup,vinegar,473,ml
Grocery/General Stores,Household and Kitchen needs,Liao,"Floor Broom - With Stick, Dust Cleaning, Plastic",1 pc,Rs 389,cleaning-household,mops-brushes-scrubs,brooms-dust-pans,1,pc
Grocery/General Stores,Health care,Aerostar,Medical Face Shield - Break Resistant,1 pc,Rs 349,beauty-hygiene,health-medicine,face-masks-safety-gears,1,pc
Personal Care,Body Care,Fiama,Cooling Shower Gel - Menthol & Magnolia,250 ml,MRP: Rs 225,beauty-hygiene,bath-hand-wash,shower-gel-body-wash,250,ml
Grocery/General Stores,"Spreads, Sauces and Canned Food",Licious,Chunky Continental Chicken,200 g Jar,MRP: Rs 199,snacks-branded-foods,spreads-sauces-ketchup,tomato-ketchup-sauces,200,g
Grocery/General Stores,Household and Kitchen needs,Iveo,100% Melamine Soup Spoon Set - Red,4 pcs,Rs 149,kitchen-garden-pets,crockery-cutlery,plates-bowls,4,pc
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Keya,Mixed Herbs,20 g Bottle,Rs 92.65,foodgrains-oil-masala,masalas-spices,herbs-seasoning,20,g
Grocery/General Stores,Namkeen and Chatar Patar,Haldirams,Soya Sticks,200 g Pouch,Rs 44.55,snacks-branded-foods,snacks-namkeen,namkeen-savoury-snacks,200,g
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Kohinoor,Biryani Basmati Rice/Basmati Akki Kit - Authentic Hyderabadi,327 g (Ready to Cook),Rs 103,foodgrains-oil-masala,rice-rice-products,basmati-rice,327,g
Grocery/General Stores,Dairy products,London Dairy,"Ice Cream - Cookies & Cream, Family Pack",1 L Tub,Rs 680,gourmet-world-food,dairy-cheese,gourmet-ice-cream,1,l
Grocery/General Stores,"Utensils, Plastics & Storage",Aristo,Virgo Multipurpose Plastic Basket - Assorted Colour,46 L,MRP: Rs 782,cleaning-household,bins-bathroom-ware,laundry-storage-baskets,46,l
Grocery/General Stores,Candies and Mints,Center Fresh,"Mint - Sugarfree, Peppermint Flavour",15 pcs,MRP: Rs 10,snacks-branded-foods,chocolates-candies,mints-chewing-gum,15,pc
Personal Care,Body Care,Pears,Soft & Fresh Bathing Bar with 98% Pure Glycerine & Mint Extracts,125 g (Pack of 4),Rs 164,beauty-hygiene,bath-hand-wash,bathing-bars-soaps,125,g
Grocery/General Stores,Frozen Veggies & Snacks,Amul Happy Treats,Treats Veggie Stix,425 g,Rs 95,snacks-branded-foods,frozen-veggies-snacks,frozen-veg-snacks,425,g
Grocery/General Stores,Baking Equipments,Klassic,"Polythene Icing Piping Bag, Medium, KL-36",1 pc,Rs 299,kitchen-garden-pets,bakeware,bakeware-accessories,1,pc
Personal Care,Men's Grooming,Fiama,"Gel Bathing Bar - Men, Energising Sport",125 g,MRP: Rs 67,beauty-hygiene,mens-grooming,bath-shower,125,g
Grocery/General Stores,Bread and bakery,DONUT HOUSE,Donut - Shreds,3 pcs,MRP: Rs 210,bakery-cakes-dairy,cakes-pastries,doughnuts-mousses,3,pc
Personal Care,Body Care,Neutrogena, Liquid Facial Pure Mild Cleanser,150ml,:₹395,beauty-hygiene,skin-care,body-care,150,ml
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Ching'S Secret,Hot Garlic Instant Noodles,480 g (Pack of 8),Rs 94.62,snacks-branded-foods,noodle-pasta-vermicelli,instant-noodles,480,g
Milk & Milk Products,Flavoured Soya Milk,Britannia,Winkin' Cow Thick Mango Milk Shake,180 ml,Rs 35,bakery-cakes-dairy,dairy,flavoured-soya-milk,180,ml
Grocery/General Stores,"Tea , Coffee and Powders",Teamonk,Darjeeling Green Tea Bags - Ahina Long Leaf,50 g (25 Bags x 2 g each),Rs 332.50,beverages,tea,tea-bags,50,g
Grocery/General Stores,Indian Sweets,Sangam Sweets,Mysore Pak,500 g,MRP: Rs 360,snacks-branded-foods,indian-mithai,fresh-sweets,500,g
Grocery/General Stores,Frozen Veggies & Snacks,McCain,Smiles Crispy - Happy Potatoes,750 g - Rs 175.50,Rs 175.50,snacks-branded-foods,frozen-veggies-snacks,frozen-veg-snacks,750,g
Personal Care,Baby Care,Bella,Cotton Cosmetic Balls,100 pcs Pouch,Rs 125,baby-care,diapers-wipes,baby-nappy-pads,100,pc
Grocery/General Stores,Bread and bakery,The Baker's Dozen,Eggless Chocolate Overload Cupcakes,150 g,MRP: Rs 139,bakery-cakes-dairy,cakes-pastries,muffins-cup-cakes,150,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Veeba,Carrot & Cucumber Sandwich Spread Chef's Special,100 g Pouch,MRP: Rs 39,snacks-branded-foods,spreads-sauces-ketchup,jam-conserve-marmalade,100,g
Grocery/General Stores,Pooja essentials,Mangaldeep,Puja Agarbattis - Pushpanjali,54 g (28 Sticks),MRP: Rs 20,cleaning-household,pooja-needs,agarbatti-incense-sticks,54,g
Grocery/General Stores,Pickles & Chutney,Graminway,Bharwa Lal Mirch Achar,200 g,MRP: Rs 129,snacks-branded-foods,pickles-chutney,other-veg-pickle,200,g
Personal Care,Men's Grooming,Bombay Shaving Company,Beard Oil - Cedarwood,30 ml,Rs 265.50,beauty-hygiene,mens-grooming,moustache-beard-care,30,ml
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",HappyChef,Dark - Button Chocolate,100 g,Rs 179,snacks-branded-foods,ready-to-cook-eat,dessert-mixes,100,g
Grocery/General Stores,Health care,ORSL, Rehydrate Drink Apple,200 ml,Rs 37,beauty-hygiene,health-medicine,everyday-medicine,200,ml
Personal Care,Oral Care,Colgate,Sensitive Plus Toothpaste 2x70g +Sensitive Soft Bristles Toothbrush 4 pcs,Combo 2 Items,Rs 162.78,beauty-hygiene,oral-care,toothbrush,2,pc
Grocery/General Stores,Party Essentials,Boing,"Holi Pichkari / Water Gun, Frozen - Purple",1 pc,MRP: Rs 299,cleaning-household,party-festive-needs,holi-colours-pichkari,1,pc
Grocery/General Stores,Dairy products,The Laughing Cow,Creamy Cheese Triangles 120 g + Cheese Slices 200 g,Combo 2 Items,Rs 240.10,gourmet-world-food,dairy-cheese,cream-cheese-spreads,2,pc
Personal Care,Men's Grooming,Himalaya Men,Face & Beard Wash,80 ml - Rs 122.50,Rs 122.50,beauty-hygiene,mens-grooming,moustache-beard-care,80,ml
Grocery/General Stores,Frozen Veggies & Snacks,Yummiez,Chicken Fingers - Garlic,400 g Pouch,Rs 235,snacks-branded-foods,frozen-veggies-snacks,frozen-non-veg-snacks,400,g
Grocery/General Stores,Household and Kitchen needs,Magix,Plastic Dori,1 pc 20 Meter,MRP: Rs 132,cleaning-household,bins-bathroom-ware,hangers-clips-rope,1,pc
Grocery/General Stores,Indian Sweets,Paper Boat,"Chikki, Peanut Bar",100 g,MRP: Rs 40,snacks-branded-foods,indian-mithai,chikki-gajjak,100,g
Grocery/General Stores,Batteries and Electonic Acessories ,Milltec,Clippy 2 Pin Extension Box With 5 Meter Wire 1086,1 pc,Rs 349,kitchen-garden-pets,appliances-electricals,battery-electrical,1,pc
Personal Care,Deo & Fragrance,United Colors Of Benetton,Perfume - Cold Blue Plastic,100 ml,MRP: Rs 3000,beauty-hygiene,fragrances-deos,perfume,100,ml
Grocery/General Stores,"Spreads, Sauces and Canned Food",Walden Farms,"Chipotle Ranch Dressing - Calorie Free, Imported",355 ml,MRP: Rs 775,gourmet-world-food,sauces-spreads-dips,salad-dressings,355,ml
Grocery/General Stores,Breakfast Cereals,True Elements,Fibre Rich Muesli For Breakfast - No Added Sugar,400 g Container,Rs 265,gourmet-world-food,cereals-breakfast,muesli-rice-cakes,400,g
Personal Care,Body Care,Nivea,Fresh Powerfruit Shower Gel Body Wash With Antioxidants & Blueberry Scent,250 ml,Rs 179.10,beauty-hygiene,bath-hand-wash,shower-gel-body-wash,250,ml
Grocery/General Stores,Chocolates,Toblerone,Fruit & Nut Chocolate,100 g,MRP: Rs 225,gourmet-world-food,chocolates-biscuits,international-chocolates,100,g
Grocery/General Stores,Baking Equipments,Fackelmann,Silicon Praline Mould - Chocolate,1 pc,Rs 349,kitchen-garden-pets,bakeware,bakeware-moulds-cutters,1,pc
Personal Care,Oral Care,Colgate,Pro-Clinical 150 Charcoal Battery Powered Toothbrush,1 pc,Rs 749.25,beauty-hygiene,oral-care,electric-toothbrush,1,pc
Grocery/General Stores,Household and Kitchen needs,Ambi Pur, Air Effect Rose And Blossom Air Freshener,275g,Rs 279.00,cleaning-household,fresheners-repellents,air-freshner,275,g
Grocery/General Stores,Dairy products,Amul,Tricone - Cookie Crunch Delight Ice Cream,120 ml,Rs 30,gourmet-world-food,dairy-cheese,gourmet-ice-cream,120,ml
Grocery/General Stores,Household and Kitchen needs,GlanzMeister,Dishwasher Cleaner Tablet,80 g,Rs 225,cleaning-household,all-purpose-cleaners,imported-cleaners,80,g
Milk & Milk Products,Milk,So Good,Soy Milk - Chocolate,200 ml - Rs 27.00,Rs 27,bakery-cakes-dairy,dairy,milk,200,ml
Grocery/General Stores,"Tea , Coffee and Powders",Colombian Brew Coffee,"Vanilla Instant Coffee - No Sugar, Vegan",50 g Box,MRP: Rs 190,beverages,coffee,instant-coffee,50,g
Grocery/General Stores,"Tea , Coffee and Powders",3 Roses,Dust Tea,250 g,Rs 166.20,beverages,tea,leaf-dust-tea,250,g
Grocery/General Stores,Household and Kitchen needs,Claycraft,Zing Milk Mug - MW Z363,330 ml,Rs 139,kitchen-garden-pets,crockery-cutlery,cups-mugs-tumblers,330,ml
Personal Care,Baby Care,Mamaearth,Laundry Detergent Kit For Babies,Combo 3 Items,MRP: Rs 1397,baby-care,baby-bath-hygiene,baby-laundry,3,pc
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Catch,Garam Masala 100 g + Jeera Powder 100 g,Combo 2 Items,Rs 97.62,foodgrains-oil-masala,masalas-spices,blended-masalas,2,pc
Grocery/General Stores,Ghee and Oil,Phalada Pure & Sure,Organic - Sunflower Oil,1 L Bottle,MRP: Rs 335,foodgrains-oil-masala,organic-staples,organic-edible-oil-ghee,1,l
Personal Care,Hair Care,Dove,Intense Repair Conditioner,175 ml - Rs 144.40,Rs 144.40,beauty-hygiene,hair-care,shampoo-conditioner,175,ml
Chicken and meat,Fish and seafood,Pattammal Seafoods,Green Mussels,1 kg,MRP: Rs 400,eggs-meat-fish,fish-seafood,other-seafood,1,kg
Grocery/General Stores,Party Essentials,Hankley,Paper Fans Decorations - Assorted Colour,6 pcs,Rs 279,cleaning-household,party-festive-needs,decorations,6,pc
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Rampura,Jaggery/Bella - Bucket,1 kg Carton - Rs 125.00,MRP: Rs 125,foodgrains-oil-masala,salt-sugar-jaggery,sugar-jaggery,1,kg
Grocery/General Stores,Ghee and Oil,Organic Tattva,Organic - Sesame Oil,1 L Pet bottel,Rs 522.50,foodgrains-oil-masala,organic-staples,organic-edible-oil-ghee,1,l
Grocery/General Stores,"Tea , Coffee and Powders",Teamonk,Nilgiris White Teabags - Sei,50 g (25 Bags x 2 g each),Rs 542.50,beverages,tea,exotic-flavoured-tea,50,g
Grocery/General Stores,Household and Kitchen needs,Godrej Protekt,Germ Fighter Handwash Neem 750 ml + Multipurpose Disinfectant Liquid Aqua 500 ml,Combo 2 Items,Rs 227.60,cleaning-household,all-purpose-cleaners,disinfectant-spray-cleaners,2,pc
Personal Care,Feminine Hygiene,STAYFREE,Dry Max All Nights XL - Sanitary Pads For Women,42 pcs (Super Saver Pack),Rs 303.05,beauty-hygiene,feminine-hygiene,sanitary-napkins,42,pc
Personal Care,Body Care,Nivea,"Body Lotion For Very Dry Skin - Cocoa Nourish, With Coconut Oil & Cocoa Butter, For Men & Women",200 ml,Rs 234,beauty-hygiene,skin-care,body-care,200,ml
Grocery/General Stores,"Spreads, Sauces and Canned Food",Zandu,Honey - Pure,500 g,Rs 175.12,snacks-branded-foods,spreads-sauces-ketchup,honey,500,g
Personal Care,Oral Care,Colgate,"Toothbrush - Total, Waxed Dental Floss",1 pc,MRP: Rs 75,beauty-hygiene,oral-care,toothbrush,1,pc
Personal Care,Baby Care,Pigeon Baby,Silicone Pacifier Step 1 - Mouse,1 pc,MRP: Rs 249,baby-care,baby-accessories,soothers-teethers,1,pc
Grocery/General Stores,Ghee and Oil,Cardia,Life Blended Oil,1 L Pouch,Rs 201,foodgrains-oil-masala,edible-oils-ghee,blended-cooking-oils,1,l
Grocery/General Stores,"Utensils, Plastics & Storage",Cello,Imperial Opalware Dinner Set - Camber Black,6 pcs,Rs 559,kitchen-garden-pets,crockery-cutlery,dinner-sets,6,pc
Grocery/General Stores,Pooja essentials,Amrutha,Dhoop Sticks - Shahi Sandal,150 g,MRP: Rs 105,cleaning-household,pooja-needs,agarbatti-incense-sticks,150,g
Grocery/General Stores,Party Essentials,Nabhas,Disposable Ripple Cup - 130 ML,25 pcs,Rs 89,cleaning-household,party-festive-needs,disposable-cups-plates,25,pc
Grocery/General Stores,Health care,Strawberry,Buds,100 pcs Pouch,MRP: Rs 25,beauty-hygiene,health-medicine,cotton-ear-buds,100,pc
Grocery/General Stores,Bread and bakery,The Baker's Dozen,Red Velvet Cupcakes,150 g,MRP: Rs 139,bakery-cakes-dairy,cakes-pastries,muffins-cup-cakes,150,g
Grocery/General Stores,Candies and Mints,Center Fresh,Chewy Mints - Spearmint Flavour Candy,60 g Pouch,Rs 63.75,snacks-branded-foods,chocolates-candies,toffee-candy-lollypop,60,g
Grocery/General Stores,Dairy products,London Dairy,"Ice Cream - Natural Strawberry, Family Pack",1 L Tub,Rs 680,gourmet-world-food,dairy-cheese,gourmet-ice-cream,1,l
Grocery/General Stores,Biscuits and Cookies,Twister,Flavoured Cream Wafer Roll - Cappuccino,320 g,MRP: Rs 275,gourmet-world-food,chocolates-biscuits,cookies-biscotti-wafer,320,g
Grocery/General Stores,Breakfast Cereals,Yoga bar,Wholegrain Breakfast Muesli - Dried Fruits + Nuts + Seeds,700 g - Rs 317.00,Rs 317,gourmet-world-food,cereals-breakfast,muesli-rice-cakes,700,g
Personal Care,Body Care,Citra,Face Cream - Spot-Less Fair,50 g,Rs 199,beauty-hygiene,skin-care,body-care,50,g
Grocery/General Stores,Indian Sweets,IndiSecrets,Classic Peanut Chikkis,100 g (4 x 25 g each),Rs 55,snacks-branded-foods,indian-mithai,chikki-gajjak,100,g
Grocery/General Stores,Household and Kitchen needs,Claycraft,Oxford Milk Mug - Carpet 302,300 ml,Rs 139,kitchen-garden-pets,crockery-cutlery,cups-mugs-tumblers,300,ml
Grocery/General Stores,Persornal Care,Elle 18,"Lasting Glow Foundation, 03 Shell",27 ml,MRP: Rs 100,beauty-hygiene,makeup,face,27,ml
Grocery/General Stores,Frozen Veggies & Snacks,ITC Master Chef,Hara Bhara Kebab,210 g - Rs130.00,MRP: Rs 130,snacks-branded-foods,frozen-veggies-snacks,frozen-non-veg-snacks,210,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",HappyChef,Jamun Conserve,330 g,Rs 119,gourmet-world-food,sauces-spreads-dips,jams-marmalade-spreads,330,g
Grocery/General Stores,"Utensils, Plastics & Storage",Aristo,Multipurpose Plastic Oil Can & Dispenser - Assorted Colour,1 L,Rs 89,cleaning-household,bins-bathroom-ware,other-plastic-ware,1,l
Grocery/General Stores,Health care,Kare Med,Adult Diapers Large,10 pcs,Rs 305,beauty-hygiene,health-medicine,adult-diapers,10,pc
Personal Care,Skin Care,INATUR,Invigorating Body Massage Oil,200 ml,Rs 875,beauty-hygiene,skin-care,aromatherapy,200,ml
Grocery/General Stores,Party Essentials,CherishX,Paper Lantern - Multicolour,11 pcs,Rs 699,cleaning-household,party-festive-needs,decorations,11,pc
Grocery/General Stores,Pet food and accessories,Captain Zack,Excuse Me Fleas! Anti-Tick and Flea Dog Shampoo,50 ml,MRP: Rs 99,kitchen-garden-pets,pet-food-accessories,pet-cleaning-grooming,50,ml
Grocery/General Stores,Household and Kitchen needs,Corelle,Lily Ville Square Veg Bowl Set,296 ml Pack of 6,Rs 2489,kitchen-garden-pets,crockery-cutlery,plates-bowls,296,ml
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Organic Tattva,Organic Besan/Kadale Hittu,500 g Pouch,Rs 95,foodgrains-oil-masala,organic-staples,organic-flours,500,g
Grocery/General Stores,"Tea , Coffee and Powders",Sprig Tea,100% Green Tea,25 pcs Carton Box,Rs 141.55,beverages,tea,green-tea,25,pc
Personal Care,Feminine Hygiene,Gillette Venus,Aloe Vera Razor Blades For Women,2 pcs - Rs 269.00,Rs 269,beauty-hygiene,feminine-hygiene,hair-removal,2,pc
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",24 Mantra,Organic - Puffed Rice/Kadle Puri,200 g Pouch,Rs 36.40,foodgrains-oil-masala,organic-staples,organic-rice-other-rice,200,g
Grocery/General Stores,"Utensils, Plastics & Storage",Cartini by Godrej,Stainless Steel Essential Kitchen Butcher's Knife,1 pc,Rs 629,kitchen-garden-pets,kitchen-accessories,knives-peelers,1,pc
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Knorr,Mast Masala Soupy Noodles,75 g,MRP: Rs 15,snacks-branded-foods,noodle-pasta-vermicelli,instant-noodles,75,g
Grocery/General Stores,Pooja essentials,Om Bhakti,CAMPHOR FOR PUJA (Small),25 g,MRP: Rs 79,cleaning-household,pooja-needs,camphor-wicks,25,g
Grocery/General Stores,Stationery,Scotch,"Double Sided Mounting Squares - 1""x1""",20 pcs,Rs 49,cleaning-household,stationery,scissor-glue-tape,20,pc
Personal Care,Body Care,Neutrogena,Body Moisturizer,250 ml,Rs 540,beauty-hygiene,skin-care,body-care,250,ml
Grocery/General Stores,Party Essentials,Nabhas,Wooden Fork - 140 MM,100 pcs,Rs 135,cleaning-household,party-festive-needs,disposable-cups-plates,100,pc
Grocery/General Stores,"Tea , Coffee and Powders",Sleepy Owl,Hazelnut Coffee 200 ml + Cold Brew Coffee (Classic) 200 ml,Combo 2 Items,Rs 166.60,gourmet-world-food,drinks-beverages,coffee-pre-mix,2,pc
Grocery/General Stores,Dairy products,Amul,Tri Cone Choco Vanilla,40ml,Rs 10,gourmet-world-food,dairy-cheese,gourmet-ice-cream,40,ml
Personal Care,Deo & Fragrance,Wild Stone,Perfume - Code Platinum,120 ml,Rs 212.50,beauty-hygiene,fragrances-deos,perfume,120,ml
Grocery/General Stores,Chocolates,Amul,Best Wishes Dark Chocolate,150 g,Rs 100,snacks-branded-foods,chocolates-candies,chocolates,150,g
Grocery/General Stores,Ghee and Oil,Emami,Healthy & Tasty - Rice Bran Oil,1 L Pouch,MRP: Rs 180,foodgrains-oil-masala,edible-oils-ghee,sunflower-rice-bran-oil,1,l
Grocery/General Stores,Household and Kitchen needs,Fairy,Original All-In-One Regular Dishwasher Tablets,84 pcs,MRP: Rs 1699,cleaning-household,all-purpose-cleaners,imported-cleaners,84,pc
Personal Care,Body Care,Neutrogena,Rapid Wrinkle Repair Night Moisturizer For Face With Retinol,29ml,"₹ 1,250.00",beauty-hygiene,skin-care,body-care,29,ml
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",24 Mantra,Organic Flour - Jowar,500 g Pouch,MRP: Rs 70,foodgrains-oil-masala,organic-staples,organic-flours,500,g
Grocery/General Stores,Chocolates,Lindberg,Dark Chocolate With Mint - Stir It Up,40 g,Rs 109,gourmet-world-food,chocolates-biscuits,luxury-chocolates-gifts,40,g
Grocery/General Stores,Batteries and Electonic Acessories ,AGARO,"LED Bulb - 9 Watt, Cool Daylight, B22 Base",1 pc,Rs 89,kitchen-garden-pets,appliances-electricals,cfl-led-bulbs,1,pc
Grocery/General Stores,Dairy products,Epigamia,Greek Yogurt Smoothie - Blueberry,200 ml Bottle,MRP: Rs 70,bakery-cakes-dairy,dairy,yogurt-shrikhand,200,ml
Personal Care,Body Care,Dettol,Original Germ Protection Bathing Soap,75 g (Pack Of 4),MRP: Rs 96,beauty-hygiene,bath-hand-wash,bathing-bars-soaps,75,g
Grocery/General Stores,Pooja essentials,Frestol,Mandir Bell With Wooden Stand - Red,1 pc,Rs 349,cleaning-household,pooja-needs,other-pooja-needs,1,pc
Grocery/General Stores,"Tea , Coffee and Powders",Sleepy Owl,Cold Brew Coffee Packs (Original),250 g (Set of 5) - Rs375.00,Rs 375,beverages,coffee,ground-coffee,250,g
Chicken and meat,Chicken,Meatzza,Chicken - Salami Masala Sliced,500 g - Rs 260.00,Rs 260,eggs-meat-fish,poultry,frozen-chicken,500,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",NutraHi,"Pasta - Fussilli Multi Grain, Gluten free",250 g,MRP: Rs 180,snacks-branded-foods,noodle-pasta-vermicelli,instant-pasta,250,g
Personal Care,Baby Care,Chicco,Soap Free Bathing Gel - Relax,100 ml,MRP: Rs 79,baby-care,baby-bath-hygiene,baby-bath,100,ml
Grocery/General Stores,Ghee and Oil,Oleev,Pomace Olive Oil - For All Types Of Cooking,1 L,Rs 350,foodgrains-oil-masala,edible-oils-ghee,olive-canola-oils,1,l
Grocery/General Stores,Health care,Zandu,Kesari Jivan - Fit For Diabetics,900 g Container,Rs 671.95,beauty-hygiene,health-medicine,everyday-medicine,900,g
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Raw Pressery,Cold Extracted Juice - Grapefruit,1 L - Rs 375.00,Rs 375,beverages,fruit-juices-drinks,unsweetened-cold-press,1,l
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",MTR,Powder - Hing,50 g - Rs 72.00,Rs 72,foodgrains-oil-masala,masalas-spices,powdered-spices,50,g
Grocery/General Stores,"Utensils, Plastics & Storage",Nakoda,Square Laundry Plastic Basket With Lid - Assorted Colour,50 L,Rs 669,cleaning-household,bins-bathroom-ware,laundry-storage-baskets,50,l
Grocery/General Stores,Chocolates,Lindberg,Hot Chocolate With Honey - Stir It Up,40 g,Rs 109,gourmet-world-food,chocolates-biscuits,luxury-chocolates-gifts,40,g
Grocery/General Stores,"Water, Cold Drinks and Fruit Juices",Mogu Mogu,Orange Juice,300 ml,MRP: Rs 60,gourmet-world-food,drinks-beverages,gourmet-juices-drinks,300,ml
Personal Care,Deo & Fragrance,Skinn by Titan,Verge & Sheer Perfume For Pair,25 ml Pack of 2,Rs 1615.50,beauty-hygiene,fragrances-deos,perfume,25,ml
